,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
81,2,TABANAN,-1,155,13,1438,1,54,13,1647,2020-12-13,0,21,0,8,13,1618,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,377.97,12.39,298.33414801504523,5.714285714285714,1.311358892373825,0.14285714285714285,2.8433539183895467,3.28,0.625,9
82,3,BADUNG,5,204,15,2412,0,52,20,2668,2020-12-13,0,27,0,5,20,2636,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,433.72,8.45,325.1250105665628,7.142857142857143,1.1611607520234388,0.14285714285714285,1.373653169643728,1.95,1.0,1
83,4,DENPASAR,-11,214,15,3876,0,95,4,4185,2020-12-13,0,48,2,26,2,4111,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,476.06,10.81,45.50118416831798,7.428571428571429,0.8450219916973339,0.14285714285714285,1.2296695021487936,2.27,1.0,8
84,5,GIANYAR,3,206,16,1828,0,76,19,2110,2020-12-13,0,29,2,13,17,2068,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,426.5,15.36,384.04864077100797,10.142857142857142,2.0501844732888395,0.14285714285714285,3.104730064338254,3.6,inf,4
85,6,BANGLI,1,17,0,850,0,35,1,902,2020-12-13,0,58,0,3,1,841,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,405.44,15.73,44.94907270063019,9.0,4.045416543056717,0.14285714285714285,7.070489135809129,3.88,-0.8888888888888888,2
86,7,KLUNGKUNG,2,15,1,925,0,22,3,962,2020-12-13,0,19,1,2,2,941,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,547.92,12.53,170.86909718464685,9.428571428571429,5.370171625803186,0.14285714285714285,7.136632625745416,2.29,inf,7
87,8,KARANGASEM,0,12,1,978,0,51,1,1041,2020-12-13,0,23,0,0,1,1018,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,254.84,12.49,24.48058322541476,8.714285714285714,2.1333079667861434,0.14285714285714285,3.0576248448543035,4.9,-0.8333333333333334,6
88,9,BULELENG,2,64,3,1149,1,63,6,1276,2020-12-13,0,41,0,7,6,1228,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,197.56,9.75,92.89464354002908,7.714285714285714,1.1943597026575166,0.14285714285714285,1.5095379575254726,4.94,-0.5384615384615384,3
89,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-13,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,4.857142857142857,,0.14285714285714285,,2.04,-1.0,0
90,1,JEMBRANA,-10,39,10,656,0,15,0,710,2020-12-14,0,26,0,13,0,671,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,261.58,5.53,0.0,4.285714285714286,1.5789797790586226,0.14285714285714285,2.0374102415786433,2.11,-1.0,5
91,2,TABANAN,-20,135,26,1464,0,54,6,1653,2020-12-14,0,21,0,8,6,1624,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,379.34,12.39,137.69268369925166,2.4285714285714284,0.5573275292588757,0.14285714285714285,2.8433539183895467,3.27,-0.6842105263157895,9
92,3,BADUNG,11,215,16,2428,0,52,27,2695,2020-12-14,0,27,0,5,27,2663,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,438.11,8.45,438.9187642648598,6.142857142857143,0.9985982467401573,0.14285714285714285,1.373653169643728,1.93,26.0,1
93,4,DENPASAR,-17,197,37,3913,0,95,20,4205,2020-12-14,0,48,2,28,18,4129,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,478.33,10.81,227.50592084158993,8.571428571428571,0.9750253750353852,0.14285714285714285,1.2296695021487936,2.26,5.666666666666667,8
94,5,GIANYAR,16,222,1,1829,0,76,17,2127,2020-12-14,0,29,0,13,17,2085,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,429.93,15.36,343.6224680582703,10.857142857142858,2.194563661548617,0.14285714285714285,3.104730064338254,3.57,16.0,4
95,6,BANGLI,0,17,2,852,0,35,2,904,2020-12-14,0,58,0,3,2,843,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,406.34,15.73,89.89814540126038,10.285714285714286,4.62333319206482,0.0,7.070489135809129,3.87,-0.6666666666666667,2
96,7,KLUNGKUNG,1,16,2,927,0,22,3,965,2020-12-14,0,19,0,2,3,944,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,549.63,12.53,170.86909718464685,10.714285714285714,6.10246775659453,0.0,7.136632625745416,2.28,inf,7
97,8,KARANGASEM,1,13,1,979,0,51,2,1043,2020-12-14,0,23,0,0,2,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,255.33,12.49,48.96116645082952,11.0,2.6928641547956236,0.0,3.0576248448543035,4.89,inf,6
98,9,BULELENG,-7,57,7,1156,0,63,0,1276,2020-12-14,0,41,0,7,0,1228,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,197.56,9.75,0.0,10.142857142857142,1.57036183127192,0.0,1.5095379575254726,4.94,-1.0,3
99,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-14,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.285714285714286,,0.0,,2.04,-1.0,0
100,1,JEMBRANA,-3,36,3,659,0,15,0,710,2020-12-15,0,26,0,13,0,671,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,261.58,5.53,0.0,3.4285714285714284,1.2631838232468982,0.0,2.0374102415786433,2.11,-1.0,5
101,2,TABANAN,-16,119,26,1490,0,54,10,1663,2020-12-15,0,21,0,8,10,1634,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,381.64,12.39,229.4878061654194,2.4285714285714284,0.5573275292588757,0.0,2.8433539183895467,3.25,-0.4117647058823529,9
102,3,BADUNG,2,217,18,2446,1,53,21,2716,2020-12-15,0,27,0,5,21,2684,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,441.52,8.62,341.381261094891,5.142857142857143,0.8360357414568759,0.14285714285714285,1.4012887955418858,1.95,9.5,1
103,4,DENPASAR,2,199,17,3930,1,96,20,4225,2020-12-15,0,48,0,28,20,4149,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,480.61,10.92,227.50592084158993,7.571428571428571,0.8612724146145903,0.2857142857142857,1.2421823277950808,2.27,5.666666666666667,8
104,5,GIANYAR,3,225,1,1830,1,77,5,2132,2020-12-15,0,29,0,13,5,2090,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,430.94,15.56,101.06543178184421,8.0,1.6170469085095074,0.42857142857142855,3.145156237050992,3.61,1.5,4
105,6,BANGLI,1,18,0,852,1,36,2,906,2020-12-15,0,58,0,3,2,845,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,407.24,16.18,89.89814540126038,8.285714285714286,3.7243517380522158,0.5714285714285714,7.272759962961964,3.97,inf,2
106,7,KLUNGKUNG,0,16,0,927,0,22,0,965,2020-12-15,0,19,0,2,0,944,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,549.63,12.53,0.0,8.285714285714286,4.719241731766437,0.5714285714285714,7.136632625745416,2.28,,7
107,8,KARANGASEM,0,13,0,979,0,51,0,1043,2020-12-15,0,23,0,0,0,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,255.33,12.49,0.0,8.285714285714286,2.0283911815343663,0.5714285714285714,3.0576248448543035,4.89,,6
108,9,BULELENG,8,65,7,1163,1,64,16,1292,2020-12-15,0,41,1,8,15,1243,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,200.03,9.91,247.71904944007753,9.142857142857142,1.4155374253718715,0.7142857142857143,1.5343098624694802,4.95,0.6000000000000001,3
109,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-15,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.142857142857143,,0.5714285714285714,,2.04,-1.0,0
110,1,JEMBRANA,0,36,3,659,0,15,0,710,2020-12-16,0,26,0,13,0,671,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,261.58,5.53,0.0,3.2857142857142856,1.210551163944944,0.42857142857142855,2.0374102415786433,2.11,-1.0,5
111,2,TABANAN,-16,119,26,1490,0,54,10,1663,2020-12-16,0,21,0,8,10,1634,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,381.64,12.39,229.4878061654194,4.0,0.9179512246616777,0.2857142857142857,2.8433539183895467,3.25,1.0,9
112,3,BADUNG,2,217,18,2446,1,53,21,2716,2020-12-16,0,27,0,5,21,2684,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,441.52,8.62,341.381261094891,6.714285714285714,1.0914911069020323,0.2857142857142857,1.4012887955418858,1.95,9.5,1
113,4,DENPASAR,2,199,17,3930,1,96,20,4225,2020-12-16,0,48,0,28,20,4149,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,480.61,10.92,227.50592084158993,9.571428571428571,1.0887783354561804,0.42857142857142855,1.2421823277950808,2.27,inf,8
114,5,GIANYAR,3,225,1,1830,1,77,5,2132,2020-12-16,0,29,0,13,5,2090,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,430.94,15.56,101.06543178184421,10.285714285714286,2.0790603109407955,0.5714285714285714,3.145156237050992,3.61,inf,4
115,6,BANGLI,1,18,0,852,1,36,2,906,2020-12-16,0,58,0,3,2,845,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,407.24,16.18,89.89814540126038,8.285714285714286,3.7243517380522158,0.5714285714285714,7.272759962961964,3.97,-0.875,2
116,7,KLUNGKUNG,0,16,0,927,0,22,0,965,2020-12-16,0,19,0,2,0,944,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,549.63,12.53,0.0,8.285714285714286,4.719241731766437,0.5714285714285714,7.136632625745416,2.28,,7
117,8,KARANGASEM,0,13,0,979,0,51,0,1043,2020-12-16,0,23,0,0,0,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,255.33,12.49,0.0,8.285714285714286,2.0283911815343663,0.5714285714285714,3.0576248448543035,4.89,,6
118,9,BULELENG,8,65,7,1163,1,64,16,1292,2020-12-16,0,41,1,8,15,1243,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,200.03,9.91,247.71904944007753,9.142857142857142,1.4155374253718715,0.7142857142857143,1.5343098624694802,4.95,0.6000000000000001,3
119,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-16,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.142857142857143,,0.5714285714285714,,2.04,-1.0,0
120,1,JEMBRANA,-5,52,15,674,0,15,10,741,2020-12-17,0,26,1,16,9,699,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,273.01,5.53,368.42861511367863,4.714285714285714,1.736877756964485,0.42857142857142855,2.0374102415786433,2.02,-0.5,5
121,2,TABANAN,4,137,27,1538,1,55,32,1730,2020-12-17,0,21,0,9,32,1700,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,397.01,12.62,734.3609797293421,8.571428571428571,1.9670383385607375,0.42857142857142855,2.8961361138075925,3.18,5.4,9
122,3,BADUNG,7,236,17,2489,0,54,24,2779,2020-12-17,0,27,1,6,23,2746,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,451.76,8.78,390.15001267987543,11.714285714285714,1.9043036333184393,0.2857142857142857,1.4272987963872108,1.94,11.0,1
123,4,DENPASAR,22,182,26,4012,0,97,48,4291,2020-12-17,0,48,3,31,45,4212,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,488.11,11.03,546.0142100198158,18.571428571428573,2.112554979243335,0.2857142857142857,1.2546951534413682,2.26,inf,8
124,5,GIANYAR,-3,208,10,1875,0,77,7,2160,2020-12-17,0,29,0,15,7,2116,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,436.6,15.56,141.49160449458188,19.571428571428573,3.9559897583179024,0.2857142857142857,3.145156237050992,3.56,inf,4
125,6,BANGLI,4,22,3,855,1,37,8,914,2020-12-17,0,58,1,4,7,852,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,410.83,16.63,359.5925816050415,18.428571428571427,8.283471969116134,0.2857142857142857,7.475030790114799,4.05,-0.5,2
126,7,KLUNGKUNG,-1,16,1,928,0,22,0,966,2020-12-17,0,19,0,2,0,945,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,550.2,12.53,0.0,18.428571428571427,10.496244541342591,0.2857142857142857,7.136632625745416,2.28,,7
127,8,KARANGASEM,-1,11,1,981,0,51,0,1043,2020-12-17,0,23,0,0,0,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,255.33,12.49,0.0,17.0,4.161699148320509,0.2857142857142857,3.0576248448543035,4.89,-1.0,6
128,9,BULELENG,2,70,1,1171,0,64,3,1305,2020-12-17,0,41,1,9,2,1255,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,202.05,9.91,46.44732177001454,12.857142857142858,1.9905995044291944,0.14285714285714285,1.5343098624694802,4.9,-0.90625,3
129,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-17,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,9.428571428571429,,0.14285714285714285,,2.04,-1.0,0
130,1,JEMBRANA,14,66,1,675,0,15,15,756,2020-12-18,0,26,0,16,15,714,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,278.53,5.53,552.6429226705179,4.714285714285714,1.736877756964485,0.14285714285714285,2.0374102415786433,1.98,-0.6875,5
131,2,TABANAN,7,144,10,1548,3,58,20,1750,2020-12-18,0,21,0,9,20,1720,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,401.6,13.31,458.9756123308388,6.571428571428571,1.508062726229899,0.5714285714285714,3.0544827000617327,3.31,1.8571428571428572,9
132,3,BADUNG,0,236,23,2512,1,55,24,2803,2020-12-18,0,27,0,6,24,2770,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,455.66,8.94,390.15001267987543,8.857142857142858,1.4398393325090642,0.5714285714285714,1.4533087972325358,1.96,2.0,1
133,4,DENPASAR,6,188,28,4040,0,97,34,4325,2020-12-18,0,48,1,32,33,4245,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,491.98,11.03,386.7600654307028,13.714285714285714,1.5600406000566165,0.5714285714285714,1.2546951534413682,2.24,inf,8
134,5,GIANYAR,6,214,10,1885,0,77,16,2176,2020-12-18,0,29,1,16,15,2131,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,439.84,15.56,323.40938170190145,16.0,3.2340938170190148,0.5714285714285714,3.145156237050992,3.54,inf,4
135,6,BANGLI,0,22,1,856,0,37,1,915,2020-12-18,0,58,0,4,1,853,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,411.28,16.63,44.94907270063019,15.714285714285714,7.063425710099029,0.5714285714285714,7.475030790114799,4.04,-0.6666666666666667,2
136,7,KLUNGKUNG,4,20,1,929,0,22,5,971,2020-12-18,0,19,0,2,5,950,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,553.05,12.53,284.78182864107805,16.428571428571427,9.357117226778279,0.5714285714285714,7.136632625745416,2.27,inf,7
137,8,KARANGASEM,-1,10,1,982,0,51,0,1043,2020-12-18,0,23,0,0,0,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,255.33,12.49,0.0,14.285714285714286,3.4972261750592515,0.5714285714285714,3.0576248448543035,4.89,-1.0,6
138,9,BULELENG,4,74,2,1173,0,64,6,1311,2020-12-18,0,41,0,9,6,1261,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,202.97,9.91,92.89464354002908,12.285714285714286,1.9021284153434526,0.14285714285714285,1.5343098624694802,4.88,-0.7,3
139,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-18,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,8.857142857142858,,0.0,,2.04,-1.0,0
140,1,JEMBRANA,2,68,0,675,0,15,2,758,2020-12-19,0,26,0,16,2,716,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,279.27,5.53,73.68572302273573,4.285714285714286,1.5789797790586226,0.0,2.0374102415786433,1.98,-0.9411764705882353,5
141,2,TABANAN,-4,140,28,1576,0,58,24,1774,2020-12-19,0,21,0,9,24,1744,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,407.11,13.31,550.7707347970066,5.428571428571429,1.245790947755134,0.0,3.0544827000617327,3.27,0.5,9
142,3,BADUNG,1,237,22,2534,0,55,23,2826,2020-12-19,0,27,1,7,22,2792,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,459.4,8.94,373.8937621515472,8.571428571428571,1.3933929024281264,0.0,1.4533087972325358,1.95,22.0,1
143,4,DENPASAR,9,197,14,4054,1,98,24,4349,2020-12-19,0,48,1,33,23,4268,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,494.71,11.15,273.0071050099079,11.285714285714286,1.2837834104632575,0.14285714285714285,1.2683455086918638,2.25,3.8,8
144,5,GIANYAR,7,221,7,1892,0,77,14,2190,2020-12-19,0,29,0,16,14,2145,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,442.67,15.56,282.98320898916376,13.285714285714286,2.6854529016318605,0.14285714285714285,3.145156237050992,3.52,inf,4
145,6,BANGLI,-1,21,3,859,0,37,2,917,2020-12-19,0,58,0,4,2,855,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,412.18,16.63,89.89814540126038,12.714285714285714,5.714953529080124,0.14285714285714285,7.475030790114799,4.03,-0.6666666666666667,2
146,7,KLUNGKUNG,-1,19,3,932,0,22,2,973,2020-12-19,0,19,0,2,2,952,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,554.19,12.53,113.91273145643123,13.0,7.404327544668029,0.14285714285714285,7.136632625745416,2.26,inf,7
147,8,KARANGASEM,1,11,0,982,0,51,1,1044,2020-12-19,0,23,0,0,1,1021,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,255.58,12.49,24.48058322541476,12.857142857142858,3.1475035575533266,0.14285714285714285,3.0576248448543035,4.89,-0.5,6
148,9,BULELENG,-4,70,8,1181,0,64,4,1315,2020-12-19,0,41,1,10,3,1264,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,203.59,9.91,61.92976236001938,10.0,1.5482440590004845,0.14285714285714285,1.5343098624694802,4.87,-0.8333333333333334,3
149,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-19,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.714285714285714,,0.14285714285714285,,2.04,-1.0,0
150,1,JEMBRANA,22,88,7,682,29,17,1,787,2020-12-20,0,26,1,17,28,744,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,289.95,6.26,36.842861511367865,3.4285714285714284,1.2631838232468982,4.142857142857143,2.3063631306116283,2.16,-0.9583333333333334,5
151,2,TABANAN,21,121,33,1609,2,60,16,1790,2020-12-20,0,21,0,9,16,1790,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,410.78,13.77,367.1804898646711,3.7142857142857144,0.8523832800429864,4.428571428571429,3.1600470908978253,3.35,0.1428571428571428,9
152,3,BADUNG,6,243,20,2554,0,55,26,2852,2020-12-20,0,27,0,7,26,2818,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,463.63,8.94,422.6625137365317,7.142857142857143,1.1611607520234388,4.428571428571429,1.4533087972325358,1.93,12.0,1
153,4,DENPASAR,-4,193,8,4062,0,98,4,4353,2020-12-20,0,48,0,33,4,4272,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,495.17,11.15,45.50118416831798,7.428571428571429,0.8450219916973339,4.428571428571429,1.2683455086918638,2.25,1.0,8
154,5,GIANYAR,0,221,13,1905,0,77,13,2203,2020-12-20,0,29,0,16,13,2158,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,445.29,15.56,262.77012263279494,9.142857142857142,1.8480536097251512,4.428571428571429,3.145156237050992,3.5,12.0,4
155,6,BANGLI,3,24,3,862,0,37,6,923,2020-12-20,0,58,0,4,6,861,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,414.88,16.63,269.69443620378115,9.428571428571429,4.238055426059418,4.428571428571429,7.475030790114799,4.01,0.5,2
156,7,KLUNGKUNG,0,19,0,932,0,22,0,973,2020-12-20,0,19,0,2,0,952,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,554.19,12.53,0.0,9.428571428571429,5.370171625803186,4.428571428571429,7.136632625745416,2.26,,7
157,8,KARANGASEM,-2,9,2,984,0,51,0,1044,2020-12-20,0,23,0,0,0,1024,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,255.58,12.49,0.0,9.285714285714286,2.273197013788514,0.2857142857142857,3.0576248448543035,4.89,-1.0,6
158,9,BULELENG,0,70,5,1186,0,64,5,1320,2020-12-20,0,41,0,10,5,1269,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,204.37,9.91,77.41220295002422,7.714285714285714,1.1943597026575166,0.0,1.5343098624694802,4.85,-0.6875,3
159,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-20,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,4.0,,0.0,,2.04,-1.0,0
160,1,JEMBRANA,-12,76,13,695,0,17,1,788,2020-12-21,0,26,0,17,1,745,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,290.32,6.26,36.842861511367865,3.5714285714285716,1.3158164825488523,0.0,2.3063631306116283,2.16,-0.75,5
